sector,m,d,p
2,-1202.347256,45.15393173,0.005061405
5,66.27766933,4.691939027,0.013449124
5,-77.66316711,8.855374355,0.016629947
2,-1145.598533,73.17132252,0.006594923
3,67.23261354,1.682531946,0.010186782
2,-546.7291822,57.28908392,0.005952028
5,38.79702918,0.02039704,0.013930591
5,24.89533958,2.32580773,0.015234152
5,-87.40106182,15.36528694,0.014507053
2,735.7276892,12.98889062,0.004461504
2,-1031.781801,61.97438063,0.006255044
5,80.1515221,15.03992721,0.015427212
3,61.89285341,3.143025244,0.00998183
6,-36.58042591,2.462379613,0.00917014
6,-58.60579892,7.863727874,0.012458937
1,-42.85304011,14.89478935,0.015715972
5,-113.984817,22.78533033,0.015042909
1,-80.90086327,10.85259921,0.003034197
6,-42.79801968,5.280586462,0.022129701
6,94.44799833,11.79606755,0.008750006
5,17.91437089,0.850044061,0.01722694
3,58.3316438,2.792379481,0.011202984
6,-25.10017264,2.713251206,0.012228694
2,-896.4776643,10.61822328,0.00404942
2,-1122.398037,16.66941809,0.006343579
5,-71.39865239,12.7443948,0.013198503
1,66.27244062,12.30385168,0.003854958
2,-539.9748825,35.26254112,0.00400989
3,-59.47391053,1.013068689,0.00790735
6,65.9664566,11.97265087,0.009288854
6,90.89203805,9.105046204,0.014240605
6,-63.9389169,11.72182505,0.014146047
2,-1200.213691,79.51629721,0.005850751
2,-914.2597562,30.87342959,0.006069993
2,-836.2771183,62.1073468,0.005334916
2,960.970301,62.86537912,0.004722063
5,114.6232254,17.7022796,0.014588942
5,112.9468476,19.81912858,0.01628226
6,-75.58482254,5.658952001,0.020245888
2,-313.3674393,18.8688714,0.004645808
2,-347.9637979,50.96158303,0.003755238
5,93.31184478,5.342626915,0.016314362
1,-83.98657113,10.76897911,0.004200119
5,-100.6338269,16.78950619,0.013095002
5,-108.3653526,5.194213874,0.015802827
2,381.6429269,53.37193423,0.005100596
6,63.73395978,4.36986361,0.019200407
6,-54.19064292,7.88250886,0.008548888
5,5.796730262,0.437046547,0.016500386
5,61.30661604,0.575836209,0.016048731
5,120.5759097,19.85036565,0.01529484
6,62.8883477,1.458401215,0.012906515
1,-48.0875409,10.52225755,0.012461272
6,-16.89688951,0.663198612,0.013723364
5,-119.2997941,5.663102548,0.013446415
2,888.9706662,95.89473317,0.005671371
1,50.85703266,12.57087766,0.014701712
2,803.6943197,30.49738423,0.005637117
6,-61.59280594,5.950463245,0.013621158
6,-52.63329435,3.939774039,0.010509934
2,-1096.22655,40.19827208,0.005366611
5,-48.46325581,4.184463421,0.016483514
5,118.5710955,23.12622059,0.015083241
2,564.1128053,101.413624,0.003891502
6,94.75282609,5.211179344,0.0160583
5,70.87048403,8.162352938,0.013141339
5,6.587749305,0.013604154,0.013296263
2,383.2119807,89.71536327,0.005738643
3,-54.81226348,2.121733543,0.011513153
5,-121.5886755,22.48195156,0.014302239
2,-331.129909,14.77275864,0.006290963
5,52.95259383,8.179087689,0.015310372
5,100.2184581,8.697153746,0.017433505
2,-400.2565604,38.64064666,0.004010218
5,110.408343,19.04001501,0.01518621
2,1153.661394,44.5651718,0.006444907
2,341.3849398,105.9817918,0.005562921
2,526.0163421,72.99525242,0.003812126
2,638.6053283,30.47832206,0.006031916
5,12.950541,1.870506804,0.0125509
5,42.60199911,3.42325386,0.015307672
2,-1005.765461,14.91890645,0.006208673
5,118.5957891,4.881096216,0.014893229
2,-609.7001337,30.00980897,0.005004147
2,-1157.04092,34.82892678,0.005107218
2,-881.8706674,102.5154241,0.003851918
6,-59.5197521,10.48918555,0.008428583
6,-56.07071959,6.03142306,0.021082061
3,59.3585454,3.746618368,0.008450496
5,-45.37066529,2.810904614,0.015559912
5,35.47943814,0.833927784,0.01370956
5,50.04825565,3.237701285,0.013287881
2,-721.2267344,90.5868558,0.004537265
2,986.2034916,77.55948318,0.005241181
5,90.65308048,12.11274111,0.0166857
6,-78.63656257,0.76170492,0.014735055
1,34.83857773,14.23532335,0.01207683
6,-37.59128292,2.353251002,0.009277949
6,94.1140195,18.66546747,0.014559743
2,826.2337919,15.14472127,0.005491028
6,-55.32972914,8.888772639,0.017726837
5,-4.523926289,0.841006317,0.015182705
5,-22.08446273,2.576193299,0.017381112
2,-629.1037122,30.81010355,0.004420582
2,-842.5671691,100.5180813,0.00581489
1,-65.18543792,11.18560819,0.002755638
6,82.89412511,3.368079594,0.022345276
2,-789.7780687,92.86871259,0.005245682
3,-53.88876051,3.638460215,0.012395248
3,-61.3833308,1.871956948,0.00783239
2,-748.7727296,63.22448001,0.00567235
6,89.29565562,5.720566632,0.02194216
5,120.5033296,23.83917287,0.015174678
2,-883.4182645,23.00394785,0.005049537
6,-17.27765497,0.226372662,0.014267748
2,696.7607101,53.44412426,0.006059604
5,-118.0266645,4.108817948,0.013450871
2,314.3315919,58.83963584,0.006462431
5,-64.88791672,7.612198053,0.016975633
5,-22.13329223,3.645794915,0.014159785
2,-872.3941156,65.25052829,0.006255823
6,32.2436176,2.635464539,0.012334556
2,279.9615748,80.54427599,0.006514794
2,1079.893526,19.88187394,0.00457977
3,-58.22680593,3.621499605,0.008340764
6,-75.36025603,4.419562573,0.016617074
1,73.42513338,14.23794917,0.010148055
5,34.15085561,4.091738057,0.015441415
6,-45.93484358,4.849902191,0.015911894
2,993.221655,71.47544563,0.006542859
6,-72.76821168,9.722179272,0.018077509
5,-120.5822155,3.167030255,0.016981103
2,1231.681232,73.40697964,0.005886867
5,-49.9599446,8.651097556,0.016552503
6,32.53882838,4.313525258,0.0168425
6,-76.20832255,0.937142451,0.021460713
3,-59.99487624,3.339245013,0.011963192
5,42.00800237,6.851182282,0.014208458
5,-60.96670161,5.826313154,0.015945577
2,874.4330548,106.2199986,0.005941779
5,-74.62886025,12.74074684,0.016977745
5,114.1212509,1.316254054,0.015129511
2,807.0808325,52.2165396,0.004939921
6,-48.52817465,5.212807234,0.007636146
5,84.02655628,7.121963539,0.01257365
6,-40.02079152,7.583492186,0.009728614
2,-632.1781148,95.94118644,0.006491951
5,-104.5390416,8.945228963,0.017394122
1,79.1616086,14.71413534,0.012707837
2,-511.4025419,35.21646911,0.005908855
6,43.77271212,2.895614394,0.02137225
5,-118.8915928,5.263830826,0.016810989
6,-67.85567999,0.153234999,0.018830527
3,67.83079662,2.794240348,0.010029958
2,482.8630135,42.61584062,0.004249035
6,46.80785107,1.083409997,0.014099099
5,-108.6490598,9.867906183,0.015614131
6,-57.95462264,7.342519136,0.020311769
5,36.37900364,7.00499262,0.017243218
6,78.42037127,13.58156492,0.008065434
2,-397.0565814,54.32953657,0.004000158
5,71.71943463,11.4520927,0.013099124
6,-76.22992399,0.001769978,0.011394918
5,100.1434914,12.49744243,0.015363897
5,117.0759224,17.40669452,0.016962579
6,65.08869273,3.459809314,0.012597021
5,-75.3589362,7.427175477,0.014478451
5,44.67206536,1.480794109,0.015433956
5,76.02377776,3.508918266,0.017439349
2,571.8935825,108.342473,0.004915538
2,-1142.3908,102.4016965,0.005959785
6,-30.06361081,4.285016475,0.019147079
5,122.7967085,15.23874297,0.013922769
1,-43.06757338,11.39236892,0.008095859
2,-1058.105561,94.83373539,0.004826281
6,45.51079242,5.656353732,0.013369857
5,-105.2254461,2.281410194,0.013262358
6,87.42212089,0.924586299,0.012463463
5,-49.40604067,4.647162947,0.015429304
6,35.57129848,1.502008773,0.020328043
5,-86.25719856,12.83895211,0.016221733
5,113.4055378,19.54504532,0.012949471
6,-61.09444831,2.154715871,0.010238475
6,60.88152419,3.139705692,0.022111882
2,-667.4423221,84.90973625,0.004022471
6,86.13722714,8.436062787,0.011746716
2,285.0975412,104.3842346,0.006527256
5,-87.40185044,15.32072863,0.013545826
2,1140.52206,58.0949579,0.004424755
2,-383.8498278,57.73093567,0.005050277
2,755.6068126,40.77726185,0.004808527
1,-50.46442948,11.35928507,0.015420283
6,75.47538686,4.759951688,0.007849518
2,896.4193138,72.28773441,0.005008467
2,888.3963779,23.59904197,0.004620157
2,673.2352018,72.855101,0.004430511
2,-824.2690299,43.66512961,0.006254096
5,7.128037154,0.386602062,0.017572287
6,-63.80610218,9.803466443,0.02175372
2,361.621816,21.0869107,0.004763727
2,-379.6026624,11.44042609,0.004707025
1,33.4932116,13.86461611,0.01673225
2,-922.2667214,32.51205645,0.005460924
5,-55.80539933,5.293782695,0.015659183
6,-78.47577082,12.77873918,0.01479329
6,-35.48427075,6.944287869,0.007938168
6,-74.9413783,12.23523304,0.016595574
6,95.11924951,10.64718235,0.017068224
2,275.133094,33.09662873,0.004978819
2,946.0515095,60.81384387,0.00535437
5,-33.61363411,0.145969528,0.0129954
6,99.12806913,14.36800329,0.022487885
3,-64.42670979,1.452527836,0.0103386
1,-39.1104708,10.41782062,0.011339542
5,65.65018594,0.039068843,0.014222484
5,47.0472448,4.91897969,0.013055788
6,-59.77529656,0.421331221,0.007913788
6,82.00238934,14.37166221,0.007870124
2,-630.1519162,37.65412706,0.005616685
2,-915.8299226,86.93232341,0.00563368
2,-1000.797459,101.3022829,0.004329576
2,856.1056087,50.35310659,0.004610149
1,-36.19012761,12.75731026,0.004463846
5,-34.71626267,4.221424319,0.014241404
6,-52.22231082,8.999862535,0.018409545
5,-69.02425342,11.39639841,0.016563919
6,-49.3808708,5.987994452,0.015969648
6,42.06517351,2.246937683,0.015960339
5,-44.23672609,4.965709312,0.01381768
5,-41.65279875,3.475129718,0.013165242
3,-61.92749471,1.274128613,0.008835495
2,746.8524655,29.36086833,0.003689253
6,-73.40125978,9.252814514,0.012314932
1,-62.36064683,11.77997541,0.006546967
2,744.5822173,98.84906657,0.005080433
5,94.96348833,16.97766434,0.012698807
5,-102.5987619,0.670636869,0.016972286
5,-19.94058332,1.81162956,0.016185091
5,73.83345434,13.71272397,0.013868829
5,-30.86619103,1.276900555,0.012711522
3,-56.01422403,2.166618609,0.011085291
2,254.546283,72.28550605,0.005407456
2,-496.7731045,99.25697812,0.005639901
6,71.48332819,12.85624433,0.013792634
5,-95.33384279,0.467828167,0.013427391
2,-790.4336773,108.8826683,0.006535422
3,54.23741825,1.504022183,0.008127724
2,597.3561088,108.4139995,0.005852537
5,-121.2551588,1.578438353,0.012918837
5,-82.45107433,15.83175475,0.016951285
5,-78.25491862,9.140671846,0.016097841
6,-42.1261463,5.506900351,0.011873888
2,-747.106947,11.9619859,0.005514249
2,-472.0616381,15.44053182,0.003956197
2,997.3864964,65.9444408,0.004969781
2,-683.2665371,101.3516472,0.004800849
5,64.75643735,8.072400281,0.016319095
6,62.37641626,10.44894236,0.017887222
6,59.46752894,2.851735757,0.016845995
5,-22.86851399,1.259785422,0.012942305
2,-378.6165929,49.91142886,0.003885395
2,-915.7033166,82.14120592,0.0063834
5,-99.68632003,0.799952758,0.017509567
2,402.2030054,28.17000438,0.005833279
5,109.035569,8.606862908,0.014205095
5,63.66648063,3.563628488,0.015112501
2,528.099856,14.46819747,0.00390337
5,-101.2225848,5.411879662,0.012488443
2,-381.8280219,103.1680955,0.005444497
6,39.00708758,0.175302172,0.017127811
6,-15.30360297,1.644215627,0.021833827
2,463.3249166,50.60199487,0.003752044
5,107.8671475,21.38138962,0.015610818
3,79.6708632,1.110974479,0.009972341
5,-19.05899245,0.100614347,0.012626373
2,-308.1500297,23.89112053,0.004281554
5,62.59396585,6.975281041,0.012552482
2,-356.214599,86.94088761,0.004848405
5,98.30365421,0.786901048,0.016811719
6,81.04906391,1.612530787,0.008563319
6,-36.70805512,5.743017172,0.01562101
5,112.3702945,1.980413089,0.014845309
3,-69.9507413,2.991523326,0.010607909
2,994.6233962,11.04736631,0.004919097
2,267.5642535,89.36303188,0.005649398
5,67.41959304,3.221821188,0.013918172
2,-860.4445464,102.9416368,0.005035691
5,-99.8508167,2.663747583,0.017158269
7,-1256.37289,115.9240917,0.0247438
5,41.66216792,4.360488408,0.016433582
5,-47.445646,9.420581949,0.016066168
6,48.92745032,3.086881442,0.018048114
6,44.85275954,1.071612579,0.019108016
6,56.93611689,1.012572886,0.021801016
2,757.2296862,93.32220675,0.00573022
2,841.478582,42.94642715,0.003601471
6,39.95584092,2.380345523,0.01213797
2,666.3403945,21.25035455,0.003931616
5,115.2715938,9.677160295,0.017575269
5,45.50764917,0.781172414,0.015939371
5,-58.75686724,2.428524191,0.013183914
6,-48.71001726,4.55639429,0.007624188
5,28.09409868,4.116631215,0.013698618
2,1245.016239,12.9547932,0.004325071
2,-1190.189171,60.47631002,0.005891731
2,955.482164,53.44799105,0.005127487
5,21.42267085,1.596152465,0.016131741
5,-48.2350746,2.316216565,0.013118633
3,52.81901483,1.231554567,0.008120334
2,-993.7764723,86.84873192,0.004211631
2,-256.2567408,28.81439301,0.006581395
6,62.11582918,11.74148037,0.018241449
1,66.18816723,14.11061294,0.007809001
6,63.2281783,7.61791233,0.007623471
5,-51.06437017,7.466681169,0.014106376
5,0.298307455,0.040511421,0.013026206
2,-922.4140019,21.45526836,0.005601496
6,-53.94286165,4.075318944,0.0108534
5,35.47618675,3.301394663,0.016759336
6,97.48917309,1.178645276,0.014095732
6,-29.87089817,3.668465085,0.011098938
2,-988.9799319,73.59792254,0.006215439
1,-59.01255658,12.7507451,0.015856374
2,-422.8811621,97.94844399,0.005315666
2,913.4928026,81.68556864,0.004952327
5,-102.5729533,12.24434062,0.014738921
5,49.97434038,6.305762217,0.014446805
2,-1084.632485,106.0608083,0.004286046
3,71.82051579,2.204596268,0.010721567
5,-114.8503139,1.397120388,0.013384544
2,-1187.535009,46.57879403,0.004647946
2,-270.4908565,24.36989324,0.004374309
5,105.706385,6.14247646,0.017053002
6,78.05812707,6.442437961,0.017093064
5,-36.7384335,0.479479853,0.013046958
2,817.4617563,72.47168325,0.004962318
6,-48.34858898,2.428137231,0.010488759
1,79.10823295,10.35834774,0.009165989
2,1158.221683,77.71479521,0.005399586
5,-80.00063303,5.066886862,0.016275869
2,554.4678246,15.92577818,0.005007694
5,24.56445212,1.744128357,0.013184703
6,-71.64057916,5.211612195,0.02002353
5,47.35810211,8.572796479,0.017435462
2,-823.7253747,24.50488011,0.005369908
5,-100.6997833,8.852539749,0.013885749
5,-12.78780557,2.428099873,0.015175612
2,-1114.846822,80.95187244,0.003619797
5,-20.84316962,2.281056142,0.017663905
2,-297.623781,103.3888153,0.004747095
6,59.49442755,7.815204653,0.009300112
2,-990.706514,71.45471804,0.004431258
2,-675.1837888,94.05040421,0.00432031
6,30.29229482,0.816036068,0.016961419
2,-520.234694,41.18062902,0.006493419
5,-2.937873987,0.41296107,0.015410932
5,54.58344311,1.111306534,0.014671661
5,-110.0978181,15.46960043,0.015211601
1,-52.06481237,13.40486205,0.010862997
2,1020.808276,106.853982,0.005520831
3,72.92547708,2.111755511,0.012164997
2,-395.5831264,72.14110294,0.006467046
5,-34.77804797,3.345234913,0.015498869
5,-67.37441937,3.028406503,0.013802536
5,-84.61282342,15.30926282,0.013126416
2,-303.6856286,86.1527717,0.006323005
6,93.62423516,13.49486383,0.019098577
6,-55.16606335,9.798992794,0.014093225
2,-1202.336835,87.50379074,0.004466146
5,112.3448682,8.152379022,0.014917239
6,-15.56912405,2.622732219,0.013992615
2,989.0892951,90.72861171,0.006525007
2,1112.369701,85.85030013,0.006000809
5,-76.41809076,12.84054064,0.014948104
2,-804.6375958,89.2517157,0.006572758
6,-71.7213533,1.27045482,0.019264239
1,-66.85928841,10.79064305,0.008728521
3,-58.23394639,1.694800748,0.010468358
2,994.0412687,22.6853662,0.005000687
6,-45.9078902,4.32292379,0.016751216
6,-44.64786418,3.058286854,0.021884086
6,58.17170258,8.017575172,0.009183451
2,671.4433228,14.46942258,0.005324853
6,-59.4325895,3.317004909,0.013177538
5,-91.69286928,7.505186031,0.014329733
5,11.0474995,1.965209855,0.014266778
1,91.88147211,13.26904967,0.003902991
5,-14.32125506,0.181506387,0.014182518
6,56.43007625,10.21071868,0.013091316
2,773.3458774,28.99570399,0.004016406
2,465.283408,29.73850074,0.003609746
2,323.1302135,52.14589051,0.006305209
3,51.81916017,3.453168093,0.01060565
2,-1080.524495,41.14223149,0.006191113
2,799.5805771,27.25925527,0.00514871
5,34.62101882,1.824877606,0.012946816
2,524.1153324,65.52393411,0.004016206
5,-83.72507769,1.816287105,0.014639019
2,1035.65708,62.57054919,0.006032546
5,69.3585481,1.138944087,0.01255709
1,-44.95326411,13.05973987,0.007631436
2,-973.2015603,69.22733733,0.005281182
6,-34.846688,5.798708024,0.015489589
5,-41.48661309,3.527903602,0.01689514
5,-69.64134962,11.34506123,0.015323452
2,-531.4589217,88.52833948,0.00648152
6,67.84142066,10.49401907,0.018145945
5,-118.3367835,3.976393249,0.017563895
6,63.19016222,9.254501585,0.020197009
2,538.1219478,76.36303618,0.004340149
2,368.9058702,76.37690164,0.005938066
6,-75.99233375,2.238070982,0.020870303
1,-73.22051564,11.34970228,0.015798201
2,266.4698247,12.16219896,0.004248382
2,-1135.445878,38.40593172,0.006181019
2,-739.0592065,70.53279948,0.005694861
1,42.79147691,10.66890222,0.002590226
5,-6.289741042,1.103125756,0.016059181
6,44.55135467,3.565453561,0.01679219
6,41.28157757,8.092654455,0.017287516
5,32.56140662,4.335820157,0.015065021
6,56.60999596,2.529891866,0.015972997
5,-124.4670324,9.870777882,0.014643609
2,-1249.044438,26.94719591,0.005621715
5,-103.470029,6.360045508,0.017056603
5,-70.41893544,4.159629072,0.015657949
2,723.6009972,66.50408642,0.003639589
5,-11.6563758,1.460216608,0.015651464
2,-337.2710499,84.16277349,0.003925616
5,55.72103199,7.469244143,0.017717486
1,-53.95735999,11.76812939,0.012845476
6,-69.99962861,3.986091052,0.010561014
6,63.47324673,1.753191658,0.010208507
2,-282.1427678,63.43675115,0.006076525
5,-59.30155115,5.4465569,0.013468733
5,51.79342587,5.229273557,0.017120439
2,-460.0849269,86.32592159,0.003890411
2,816.4789779,100.6949616,0.004307927
6,69.14754962,8.627447997,0.022245771
2,398.500145,90.4532393,0.004022267
5,106.0645001,15.34756919,0.015340104
6,51.25254049,5.291637989,0.020164196
5,-79.62217454,3.411719973,0.013511306
5,-28.18434846,1.357557177,0.015614968
6,-22.36779054,3.268246561,0.01846203
6,74.5930897,8.648145943,0.011011591
5,-34.66127223,3.68058242,0.016366122
2,-497.2266876,23.4823401,0.00633275
2,-392.5510154,72.44101045,0.003799142
6,65.6085364,5.524060584,0.010697864
6,-58.79291918,9.593638715,0.008617893
5,45.04892245,4.194982725,0.015453228
6,64.06450248,1.609479334,0.021981099
3,68.62183952,1.902108133,0.008406628
6,-66.09437876,5.106102574,0.00836816
2,-1241.760724,69.39968216,0.003826496
2,798.6130212,37.32317432,0.003879228
2,-1002.622729,106.4449104,0.004893397
5,46.61374401,0.711645281,0.015011114
3,-61.54354067,1.495338933,0.007503676
2,868.4844553,78.78046629,0.005778378
6,-32.6412088,1.610030081,0.009150098
6,-39.06201403,6.531576924,0.013781073
5,99.20298617,5.455796584,0.013831527
2,-706.219835,47.59355373,0.004701644
5,2.091214746,0.37409182,0.017496065
5,26.62898651,3.018478396,0.015683454
5,-45.40693611,8.620160162,0.016985717
6,97.04436651,4.153989869,0.011750381
5,-26.7948175,3.084617579,0.014102258
6,-48.15397661,2.137476355,0.021751545
5,36.40665247,0.291581408,0.015121967
6,-40.18003297,0.512930844,0.009127236
6,-65.27453342,7.415888603,0.01621444
2,1166.995303,74.79906119,0.005577892
6,73.34968036,12.11314316,0.013586176
5,121.1050599,11.24725716,0.017742436
5,-49.57321471,9.031186999,0.017615371
6,-72.59061239,13.83401595,0.014735279
2,309.9820739,72.48251293,0.006094697
2,-1010.617626,101.6057211,0.00389913
5,-18.97601216,0.682034373,0.013207829
2,-879.3328795,98.55068882,0.004709766
2,750.9931554,27.73899358,0.004322247
2,981.9679389,83.12386677,0.004029973
5,-88.47319396,0.089858012,0.014926953
6,44.65583864,8.40578745,0.018828004
5,-38.07898554,6.71601019,0.017013998
2,-1071.294863,76.85837511,0.005904803
6,31.6000301,4.213693992,0.009507879
1,-38.78844162,11.89455224,0.012739915
6,-23.98386307,3.000470174,0.012568452
2,-443.3552718,81.81184786,0.006057562
5,59.00819719,9.706717312,0.0158457
1,65.13425822,11.16533556,0.010774139
3,-57.80884352,1.57500072,0.007974087
6,-21.52838295,3.162870114,0.011924521
2,-1034.487618,59.82289984,0.003795003
1,-54.47365575,13.56649438,0.00647816
2,445.8348536,36.25702922,0.005625148
1,53.99131363,14.48910609,0.008302316
1,39.16260884,12.51271945,0.005032511
2,-1029.599667,56.27899714,0.003969488
5,-108.1907112,0.16955548,0.01269965
5,31.96165547,2.883103849,0.013570628
2,-459.5453341,30.09911518,0.004219028
2,-1001.954767,68.6960385,0.006173027
6,-72.69421531,11.13539213,0.010985598
5,-20.53741859,2.346753957,0.01539482
5,-126.0928202,19.57122374,0.012823561
6,78.93056627,5.262179075,0.011607485
6,61.79485356,6.315113346,0.016873087
2,476.7769831,72.18966745,0.005776481
2,-467.9738419,27.70167381,0.003703985
5,-123.6719665,3.083561066,0.013221694
2,341.7170621,45.17975737,0.005305062
3,65.77348277,3.721455577,0.009950214
6,42.50077203,7.645672729,0.019079831
5,39.71284244,7.184806072,0.014940332
5,4.553654815,0.793058319,0.01738197
5,82.01592855,14.53019765,0.013262587
6,-42.13341934,3.384831718,0.017770353
6,38.76889134,1.469182481,0.015632409
6,31.4247216,4.138261025,0.02088278
1,69.31874939,10.45543752,0.006236992
6,-36.41974113,6.031770759,0.020647621
6,72.01025686,1.129342446,0.016570031
6,-46.42596896,6.927966294,0.015664207
2,-517.1246001,11.74612369,0.005263379
5,24.05076496,0.294541267,0.012801985
6,85.93863587,11.08731083,0.020276055
2,473.2058425,60.73731125,0.003952935
5,52.95375114,3.065358337,0.017594659
6,47.66798946,2.274455631,0.00794324
5,116.2608753,7.635477891,0.016332801
6,-49.94714267,6.77981966,0.012478525
2,1110.804852,81.22406259,0.003864581
5,-5.673185188,0.413626909,0.015629971
5,56.1091567,9.594553575,0.013472175
5,8.979483785,0.052563533,0.014570128
5,-110.3692182,0.811066558,0.014527523
2,-498.125827,87.04328851,0.004380845
2,-833.541828,104.9062185,0.004804652
3,52.04000583,3.397985117,0.007953506
5,85.7129178,15.25249288,0.014805006
6,83.32932114,16.48302468,0.021982789
5,-85.25330577,15.95728614,0.014925127
2,-619.4025303,57.06015974,0.00560056
2,813.6294654,73.39798379,0.004297532
5,119.8401886,22.8763758,0.017103589
6,93.39658837,14.50369282,0.010398093
5,98.55557842,12.14089112,0.012472752
5,49.48657841,5.323572327,0.0142759
1,69.70692303,13.05299959,0.011987734
6,-60.78316169,9.335327747,0.008033343
6,88.6064966,7.02478061,0.015837667
2,-765.6549496,90.44940653,0.00648641
5,24.66945271,2.383939261,0.013638015
2,798.3821437,87.17029785,0.003924197
6,64.50116098,7.890832955,0.019103321
6,81.66302956,4.924014375,0.007789429
2,-869.1059966,14.23490265,0.004422546
5,46.10993089,7.038511673,0.014815296
2,-532.6631797,66.94647036,0.00513868
3,59.955499,1.210767678,0.009885919
